None
"Leadership: able to build high performance teams with challenging and inspiring goals, motivated and talented employees, to bring companies and departments to the next level. As thoughtleader on sustainability able to connect the outside world with the inside view of ABN AMRO.
Passionated and specialized in sustainability and innovation in particular. In a broader context: ability to work with complex and broad subject matter, especially with many different angles and components. To create a vision on the way forward, and translate it into strategic plans. Structuring in order to bring focus, clear targets and preparing for implementation and execution.
Starting point is always: ambition (next level) in combination with cost efficiency (business case at the longer term). Sustainable investment!

Specific focus areas:
- Sustainability
- Change (agile, program management)
- Leadership"
"Experienced Board Member with a demonstrated history of working in the facilities services industry. Skilled in Dutch, English, Coaching, Business-to-Business (B2B), and Business Strategy. Strong business development professional with a Docent schoonmaak focused in docent from S.V.S Opleidingen.

Genomineerd voor de Vrouw in de Media Award 2019, stemmen kan tot en met donderdag 30 januari 2020!
https://nl.surveymonkey.com/r/vidmawards2019

Auteur Rahma el Mouden, De weg naar mijn vrijheid. Gelanceerd op 23 mei 2019
https://rahmaelmouden.com/neelie-kroes-neemt-eerste-boek-rahma-el-mouden-in-ontvangst/

In 2019 benoemd tot achtste plaats binnengekomen van de Opzij-lijst van meest invloedrijke vrouwen in Nederland.
https://rahmaelmouden.com/rahma-el-mouden-op-nummer-8-in-de-opzij-top-100/"
None
"Incisive attorney with a wide range of interests. Focuses on issues related to intellectual property law, media law, human rights and public interest litigation. Has represented clients in several matters of public interest, such as the Urgenda climate case. Member of the Copyright Committee (advisory committee to the Ministry of Justice and Security), editor for the Dutch law journal ""Auteursrecht"", active member of the International Association of Entertainment Lawyers (IAEL), co-editor of the 2020/2021 IAEL book “Nationalism vs Globalism”, regular speaker at (national and international) conferences. Chambers Global 2022 Up and Coming lawyer for Intellectual Property, Legal500 2022 Next Generation Partner for Intellectual Property and Media & Entertainment. Works for a wide range of clients that includes NGO's, collective management organisations, software developers and media companies."
"As co-Founder, CEO & CTO of PLAEX Technologies, I engage in managing our diverse and talented team, overseeing the technical development of the hard -and software (including AI) and ensuring its success.

With a background in technology and engineering, entrepreneurial experience and an undying passion for sustainability and business I commit myself to creating technologies that make a sustainable impact on society by leveraging my knowledge in many different fields beyond just formal education.

Including my history in doing martial arts (Taekwondo & Capoeira) and working part-time as a fitness instructor, a description of being hard-working, driven and resourceful suits me.

Let's connect and be part of the change to a more sustainable future together!"
None
"Social psychologist interested in how the combination of positive, cognitive, neuro and narrative psychology as well as the use of the arts, can enhance the well-being, capability and empowerment of (young) people. But also love to dive into diversity and inclusion and social entrepreneurship issues. I am dedicated to bridging the gap between academia and practice and continuously seek opportunities to collaborate with practitioners. Let’s make this world a happier place for all!
Get in touch if you are interested to team up for research, teaching, talks or workshops."
None
"Ik ben founder van Mindset Media, het multi culturele creative digital agency gevestigd in Amsterdam. Samen met een team van gepassioneerde professionals van verschillende culturele achtergronden bedenken wij de mooiste mediacampagnes. Binnen Mindset Media geloven wij sterk in onze slogan “we change the way you think” alles valt en staat met de juiste mindset.

Ik heb een bevlogen en enthousiaste stijl van handelen en maak gebruik van innovatieve ontwikkelingen op het gebied van marketing communicatie en sales. Naast mijn zakelijke instelling heb ik oog voor het sociale contact met mijn klanten en bouw ik verder aan nieuwe en duurzame relaties.

Bent u benieuwd wat ik voor u kunnen betekenen, let’s talk."
