date,location_key,inc_case,inc_hosp,inc_death,sni_covid19_vaccination,liberalism,children,adult,elderly,new_persons_vaccinated,stringency_index,stringency_category,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,population,PC1,PC2,PC3
2022-02,Alabama,72698.0,-0.0463149456175955,0.2720469417044908,-1.272285723208858,0.0,-0.231950678974286,-0.237370425926358,-0.1990796089045271,-0.4566626549323676,1.2250000285657756,2,-0.082184399877688,0.0610055744204478,-0.64391829208512,0.0304136768809485,1.8582303936880329,-0.4676505438923817,-0.2148902607052622,0.4126974200198782,-1.844730807599428,0.5292845293335277
2022-03,Alabama,13502.0,-0.4576394478911224,0.1560549852455346,-1.3098232892623485,0.0,-0.231950678974286,-0.237370425926358,-0.1990796089045271,-0.486965681478622,0.2379684602145921,2,0.1479399051966735,-0.0520483368632031,-0.1762470519766037,0.198121445768248,2.0226790008691955,-0.5766699721567284,-0.2148902607052622,0.8119536800008098,-1.8160925992954653,0.6842062046486947
2022-04,Alabama,8225.0,-0.5347386985515773,-0.3169511748598189,-1.3246326989606902,0.0,-0.231950678974286,-0.237370425926358,-0.1990796089045271,-0.484340031469444,-0.687373635114642,1,0.2404786861137901,0.2439203100929839,0.0914262999028165,0.3929629887828595,2.166043539365776,-0.902539114419346,-0.2148902607052622,1.3510869376764327,-1.8206916493986398,0.7349135519200909
2022-05,Alabama,1664.0,-0.532811217285066,-0.5602330056146424,-1.3399966339109872,0.0,-0.231950678974286,-0.237370425926358,-0.1990796089045271,-0.4955773813029632,-0.687373635114642,1,0.2851511875022374,0.5481885992724796,0.104133366287222,0.4596850940997916,1.528827208891508,-0.8391229640705401,-0.2148902607052622,1.3544919823646018,-1.2273345799783042,0.4059279575151686
2021-01,Alaska,8604.0,-0.5372444241980421,-0.5398967535082021,1.0806544867636645,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.3909493704091118,1.8748826976453576,2,-1.2589752977862994,-1.3997821931050876,-0.904952092249914,-1.3168420580112423,-0.9132400428465308,1.9399210580794244,-0.7987274165658172,-3.198031869862092,0.4171482282780142,0.06794576459810456
2021-02,Alaska,3995.0,-0.5536280149633888,-0.5662585617943284,0.8270339652469265,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.391952447950341,1.681994486224616,2,-0.9728102238917344,-1.1141982365177263,-0.7825789919633042,-1.2107367012278183,-0.3093130890572049,1.437649340160034,-0.7987274165658172,-2.4707886141572697,-0.0074860230868674564,0.3439318928264486
2021-03,Alaska,3898.0,-0.5503512968103195,-0.570777728929093,1.668768263106463,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.3737097630443234,1.0118962057979344,2,-0.022144873329747,-0.3791451801141778,-0.6242749685154464,-0.6752264356349448,-0.050202125174238,0.8069811976455584,-0.7987274165658172,-1.066526339914313,-0.04277360705282607,0.16454932535602845
2021-04,Alaska,4774.0,-0.5434123642508785,-0.5715309234515538,0.7235636942401769,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.4192570470169786,0.6848068418767052,2,0.5507998878946351,0.1425944143879449,-0.2677217587290362,-0.2941510479631679,0.6209939711968093,0.1855318462559038,-0.7987274165658172,0.1741965805085396,-0.3890834829510474,0.36252271730279323
2021-05,Alaska,3109.0,-0.556711984989807,-0.5602330056146424,0.0372974499615691,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.4637598337294668,0.2688131967255666,2,1.82432538950838,1.3575409343560714,1.250455393145464,0.8520353823313945,-0.0264710430930718,-0.7438578948795999,-0.7987274165658172,2.6331420785753146,0.89188548225152,-0.07369681745203961
2021-06,Alaska,858.0,-0.5617234362827366,-0.5820756467660043,-0.5890330248979262,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.4836196885313979,0.2688131967255666,2,3.121872660772032,2.6428891395059204,2.856049073204037,2.509452752059372,-0.3053022706332425,-1.3268221968520613,-0.7987274165658172,5.307630204108924,1.9156707932002115,-0.7666107144627138
2021-07,Alaska,4368.0,-0.5387864092112512,-0.5745437015413968,-0.0708326067264407,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.4878931230113564,0.0330609383224379,1,3.7809147898132,3.324550801424602,3.057847846357304,2.986098066180911,-0.332871667998455,-1.1872248951635984,-0.7987274165658172,6.12554776725995,2.2425065985480113,-1.0945866196978706
2021-08,Alaska,11202.0,-0.5052482351739533,-0.5489350877777311,1.1081535656393935,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.4859301885051807,0.0812829911776229,1,3.614109851625256,2.7033137519648385,2.589626229722762,2.861631529440536,0.1742026601897248,-1.1044218154391372,-0.7987274165658172,5.624875530372844,1.481897480749499,-0.9783658991015325
2021-09,Alaska,20833.0,-0.4649638767038656,-0.5150413342669972,0.7681126313779069,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.480794143356912,0.1027150146688167,1,1.9743723942590572,1.3467756347102329,1.2502073713832207,1.4618899402669765,0.1565098792003903,-0.4635858354357414,-0.7987274165658172,2.8628263084800696,0.7014726158646916,-0.5111507202877387
2021-10,Alaska,30087.0,-0.4622654029307497,-0.4412282710658433,0.4342601267450973,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.4929373244350242,0.1027150146688167,1,1.0037751921827305,0.3958585250835864,-0.2143036223710872,0.1376821880387879,0.5100746587516376,-0.066270139429549,-0.7987274165658172,0.7832031946169253,-0.2853815717984557,0.026716030361363042
2021-11,Alaska,12141.0,-0.5143073971265568,-0.4758752190990379,0.3153402769279338,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.4770609660804881,0.4683405083962604,2,0.2675257635253233,-0.0933894972992339,-0.7976688334084482,-0.1084863866826529,-0.4836779523780742,0.6408157757757384,-0.7987274165658172,-0.6735715192527882,0.18573497298814728,-0.5234468083524246
2021-12,Alaska,5153.0,-0.5436051123775296,-0.5112753616546933,-0.2683665743164185,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.4920260906183959,0.601009560839066,2,0.1098122365459519,-0.1061699972346216,-0.8080507105035546,-0.0576375134605969,-1.3204422973893444,0.9854263840876104,-0.7987274165658172,-1.0981112472332557,0.8710492174088317,-0.9605111495962999
2022-01,Alaska,56848.0,-0.5000440357543726,-0.5067561945199288,0.1827717425150688,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.4843544383282049,0.601009560839066,2,-0.7451211513811123,-0.8731334944017779,-0.9158901229093754,-0.4404507337890568,-0.6555151406741158,1.049756751899946,-0.7987274165658172,-1.909495689443263,0.0612430942432627,-0.42580122623102484
2022-02,Alaska,26138.0,-0.5366661798180887,-0.5323648082835946,-1.0334110798555312,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.5120192088638655,-0.0848027785103092,1,-0.0442815414100014,-0.5238246991991917,-0.6433547541138589,-0.0800366839618973,0.3127307456643743,0.1924668642226949,-0.7987274165658172,-0.5460975032353035,-0.6299726404692654,-0.08826417611996104
2022-03,Alaska,7545.0,-0.5534352668367376,-0.5421563370755843,-1.090671839141883,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.5119993994330693,-0.7127734791710969,1,0.2975258717212422,-0.4410638255689596,-0.2805696106794103,0.2033607126744072,1.0281027320053195,-0.2441044737143324,-0.7987274165658172,0.28054433203742296,-1.10261507715556,0.19508604236681143
2022-04,Alaska,6588.0,-0.5605669475228298,-0.5662585617943284,-1.128455359517637,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.5141802376780038,-0.8534718171713919,1,0.8316733840913256,0.1660564314030553,0.0162048042816843,0.2265032223380967,1.6405899443350258,-0.8727934225301085,-0.7987274165658172,1.3629855033874125,-1.3404190406048793,0.6247505748497926
2022-05,Alaska,1459.0,-0.5605669475228298,-0.5850884248558473,-1.193014117452764,1.0,-0.7551074005867912,-0.7623494064624079,-0.8497804014988809,-0.5181709375547793,-0.8534718171713919,1,2.5732456232177165,1.4250238338361991,1.98509712481675,1.3097454172506575,0.9491634486403532,-1.439044496311187,-0.7987274165658172,4.043189000837807,0.34875283422861536,0.3764408650021733
2021-01,Arizona,262750.0,2.3668916000546427,2.944381107395246,1.4921301155348663,1.0,0.1351002708353213,0.0595412310999994,0.1661755174343511,0.2094528667376251,1.9300267148443209,3,-1.6309064833072835,-1.7850182778225228,-1.1535408655134078,-0.3038947278728529,-1.6696274857617888,2.1052102735658336,0.0777574855447751,-3.498722911244935,0.5629535616444072,-1.1722916259874285
2021-02,Arizona,60307.0,0.4317004084772248,1.5652819367696054,1.1725639095395828,1.0,0.1351002708353213,0.0595412310999994,0.1661755174343511,0.774855441382047,1.972890761826708,3,-1.055220359589005,-1.2237146151203389,-0.9967575942205468,-0.0495984057229056,-0.8643667787201252,0.9632769453454672,0.0777574855447751,-2.10122752631687,-0.051655397253076496,-0.8427942799316915
2021-03,Arizona,23000.0,-0.2118855864109224,0.1266803988695652,1.8981032599986405,1.0,0.1351002708353213,0.0595412310999994,0.1661755174343511,1.1660448773173635,1.1375631651604865,2,-0.1953618119271436,-0.5610702323475711,-0.7633336435431612,0.6450128636951105,-0.7135097798933836,0.3112672744529181,0.0777574855447751,-0.6966308951693471,-0.03830046991298449,-1.1586295778872668
2021-04,Arizona,18742.0,-0.2539046780208703,-0.3244831200844264,0.6519919197971886,1.0,0.1351002708353213,0.0595412310999994,0.1661755174343511,0.9249839139575804,-0.4168879829652899,1,-0.0459534074587912,-0.2555116956521767,-0.5224206981541759,0.6769152993551817,-0.173957338319575,-0.264953498251425,0.0777574855447751,0.007852236089089673,-0.37329401067179835,-0.7944876804521455
